"annotation_id,""annotator"",""comment"",""created_at"",""id"",""lead_time"",""sentiment"",""updated_at"",""video_id"",""video_title"""
"274,""1"",""Gak nyangka menang J P T O G E L 77 serasa mimpi siang bolong"",""2025-03-17T11:56:44.232653Z"",274,0.898,""Online Gambling Promotion"",""2025-03-17T11:56:44.232653Z"",""ZshDHBFmkqU"",""Jangan salah pilih kotakÃ°Å¸Ëœâ€¦"""
"275,""1"",""JPTOGEL77 cba jepe gede lngsg"",""2025-03-17T11:56:45.933704Z"",275,0.93,""Online Gambling Promotion"",""2025-03-17T11:56:45.933704Z"",""ZshDHBFmkqU"",""Jangan salah pilih kotakÃ°Å¸Ëœâ€¦"""
"276,""1"",""menang gak dibayar nih langgana gua aja bro JPTOGEL77 mantap deh gw u main tenang hp bunyi mulu wkkw"",""2025-03-17T11:56:48.290423Z"",276,1.767,""Online Gambling Promotion"",""2025-03-17T11:56:48.290423Z"",""ZshDHBFmkqU"",""Jangan salah pilih kotakÃ°Å¸Ëœâ€¦"""
"277,""1"",""hati nemu web J P TO G E L 7 7 berlega hati sehabis bermain kali selisih gw segini brayyy nangis saking senengnya"",""2025-03-17T11:56:51.587335Z"",277,2.667,""Online Gambling Promotion"",""2025-03-17T11:56:51.587335Z"",""ZshDHBFmkqU"",""Jangan salah pilih kotakÃ°Å¸Ëœâ€¦"""
"278,""1"",""sobat jptogel77 emang patut banggakan situs beneran gampang JP"",""2025-03-17T11:56:53.170243Z"",278,1.016,""Online Gambling Promotion"",""2025-03-17T11:56:53.170243Z"",""ZshDHBFmkqU"",""Jangan salah pilih kotakÃ°Å¸Ëœâ€¦"""
"279,""1"",""rngkad sempet putus asa sih main dapet referensi anak komunitas main JPTOGEL77 behhh semangat gw membara banget coy ngasi u google aja J P TO G E L 7 7"",""2025-03-17T11:57:27.948340Z"",279,34.197,""Online Gambling Promotion"",""2025-03-17T11:57:27.948340Z"",""ZshDHBFmkqU"",""Jangan salah pilih kotakÃ°Å¸Ëœâ€¦"""
"280,""1"",""bersandar teras rumah sembari ngopi bermain permainan nyelot J P TO G E L 7 7 nikmat sekaleh"",""2025-03-17T11:57:29.516506Z"",280,0.954,""Online Gambling Promotion"",""2025-03-17T11:57:29.516506Z"",""ZshDHBFmkqU"",""Jangan salah pilih kotakÃ°Å¸Ëœâ€¦"""
"281,""1"",""hidup gw enak brp main JPTOGEL77 nih situs rekomen gw bro"",""2025-03-17T11:57:30.865724Z"",281,0.809,""Online Gambling Promotion"",""2025-03-17T11:57:30.865724Z"",""ZshDHBFmkqU"",""Jangan salah pilih kotakÃ°Å¸Ëœâ€¦"""
"282,""1"",""adminnya nyaman Bener2 hoki main JPTOGEL77 proses depo cepat mantap Livechat fast respon gak pindah web deh udah betah main"",""2025-03-17T11:57:32.215647Z"",282,0.781,""Online Gambling Promotion"",""2025-03-17T11:57:32.215647Z"",""ZshDHBFmkqU"",""Jangan salah pilih kotakÃ°Å¸Ëœâ€¦"""
"283,""1"",""bersandar teras rumah sembari ngopi bermain permainan nyelot jptogel77 nikmat sekaleh"",""2025-03-17T11:57:34.368686Z"",283,1.62,""Online Gambling Promotion"",""2025-03-17T11:57:34.368686Z"",""ZshDHBFmkqU"",""Jangan salah pilih kotakÃ°Å¸Ëœâ€¦"""
"284,""1"",""SUPER MANTAP INI LINKTERBAIK PALING MANTAP DENGAN RTP DI ATAS 98WINRATE MEMBER BARU 99 BAGUS BANGET SEMOGA AJA BISA NULAR SAMA PELAYER LAINCARI DI GOOGLE JPTOGEL77"",""2025-03-17T11:57:37.406854Z"",284,2.55,""Online Gambling Promotion"",""2025-03-17T11:57:37.406854Z"",""ZshDHBFmkqU"",""Jangan salah pilih kotakÃ°Å¸Ëœâ€¦"""
"285,""1"",""temen nyaranin bermain J P TO G E L 7 7 asian ngikutin saran temen wd"",""2025-03-17T11:57:39.517349Z"",285,1.568,""Online Gambling Promotion"",""2025-03-17T11:57:39.517349Z"",""ZshDHBFmkqU"",""Jangan salah pilih kotakÃ°Å¸Ëœâ€¦"""
"286,""1"",""JPTOGEL77 WEDEY gede cma maen bentar"",""2025-03-17T11:57:40.968508Z"",286,0.889,""Online Gambling Promotion"",""2025-03-17T11:57:40.968508Z"",""ZshDHBFmkqU"",""Jangan salah pilih kotakÃ°Å¸Ëœâ€¦"""
"287,""1"",""main JPTOGEL77 aman2 jaya aja yah gua dikasi proses nariknya cepet maju bosku"",""2025-03-17T11:57:42.348009Z"",287,0.825,""Online Gambling Promotion"",""2025-03-17T11:57:42.348009Z"",""ZshDHBFmkqU"",""Jangan salah pilih kotakÃ°Å¸Ëœâ€¦"""
"288,""1"",""menang nya ga banyakyang ga bikin rungkadnaik sikit bukitini buktinya udah menang JPTOGEL77di sambar kake zeusss wkkwkw"",""2025-03-17T12:01:11.848358Z"",288,208.647,""Online Gambling Promotion"",""2025-03-17T12:01:11.848358Z"",""ZshDHBFmkqU"",""Jangan salah pilih kotakÃ°Å¸Ëœâ€¦"""
"289,""1"",""situs tu kyk J P TO G E L 7 7 kasi wede lancar ga apa2"",""2025-03-17T12:01:13.465733Z"",289,1.218,""Online Gambling Promotion"",""2025-03-17T12:01:13.465733Z"",""ZshDHBFmkqU"",""Jangan salah pilih kotakÃ°Å¸Ëœâ€¦"""
"290,""1"",""Coba main brooo member auto manjain web nya nama webnya MLNDALIKL77 nyoba eh nyangkut nih situs cari aja google MLNDALIKL77"",""2025-03-17T12:01:15.211161Z"",290,1.202,""Online Gambling Promotion"",""2025-03-17T12:01:15.211161Z"",""ZshDHBFmkqU"",""Jangan salah pilih kotakÃ°Å¸Ëœâ€¦"""
"291,""1"",""main jptogel77 bro enak banget gampang jp"",""2025-03-17T12:01:52.670943Z"",291,36.939,"""",""2025-03-17T12:01:52.670943Z"",""ZshDHBFmkqU"",""Jangan salah pilih kotakÃ°Å¸Ëœâ€¦"""
"292,""1"",""orang pilih subsribe like"",""2025-03-17T12:01:55.651723Z"",292,2.479,""Not Online Gambling Promotion"",""2025-03-17T12:01:55.651723Z"",""ZshDHBFmkqU"",""Jangan salah pilih kotakÃ°Å¸Ëœâ€¦"""
"293,""1"",""dikasih pola maxwin merasakan maxwin disitus JPTOGEL77 mantapp gacor banget"",""2025-03-17T12:01:57.710737Z"",293,1.528,""Online Gambling Promotion"",""2025-03-17T12:01:57.710737Z"",""ZshDHBFmkqU"",""Jangan salah pilih kotakÃ°Å¸Ëœâ€¦"""
"294,""1"",""Makasih bang link gacor nya barusan WD gak lumayan kopi rokok mantap depo WD aman lancar jaya emang enak main JPTOGEL77 bang"",""2025-03-17T12:02:00.373765Z"",294,2.118,""Online Gambling Promotion"",""2025-03-17T12:02:00.373765Z"",""ZshDHBFmkqU"",""Jangan salah pilih kotakÃ°Å¸Ëœâ€¦"""
"295,""1"",""Asli emang hoki bangett main situs JPTOGEL77 jarang bangett gw main rungkad manjain bangett gw main disni"",""2025-03-17T12:02:01.955686Z"",295,1.115,""Online Gambling Promotion"",""2025-03-17T12:02:01.955686Z"",""ZshDHBFmkqU"",""Jangan salah pilih kotakÃ°Å¸Ëœâ€¦"""
"296,""1"",""Harapan semoga kedepannya cuan ya situs JPTOGEL77 hati wajib sih main situs"",""2025-03-17T12:02:03.961594Z"",296,1.429,""Online Gambling Promotion"",""2025-03-17T12:02:03.961594Z"",""ZshDHBFmkqU"",""Jangan salah pilih kotakÃ°Å¸Ëœâ€¦"""
"297,""1"",""nih bray situs gacor inpo tetangga JPTOGEL77 seminggu join kasih JP gede brayy"",""2025-03-17T12:02:05.495375Z"",297,0.935,""Online Gambling Promotion"",""2025-03-17T12:02:05.495375Z"",""ZshDHBFmkqU"",""Jangan salah pilih kotakÃ°Å¸Ëœâ€¦"""
"298,""1"",""pemula bermain modal saranin main JPTOGEL77 bang udah terjamin wd dibayar gacor"",""2025-03-17T12:02:07.036380Z"",298,0.995,""Online Gambling Promotion"",""2025-03-17T12:02:07.036380Z"",""ZshDHBFmkqU"",""Jangan salah pilih kotakÃ°Å¸Ëœâ€¦"""
"299,""1"",""Gemetar bang main JPtogel77 kaget kali perkalian x500 langsung turun iseng gila sih ngerasain maxwin cari aja google JPtogel77"",""2025-03-17T12:02:08.501326Z"",299,0.913,""Online Gambling Promotion"",""2025-03-17T12:02:08.501326Z"",""ZshDHBFmkqU"",""Jangan salah pilih kotakÃ°Å¸Ëœâ€¦"""
"300,""1"",""Emang terbaik emang termantap terbaik nylot Jptogel77"",""2025-03-17T12:02:10.691422Z"",300,1.64,""Online Gambling Promotion"",""2025-03-17T12:02:10.691422Z"",""ZshDHBFmkqU"",""Jangan salah pilih kotakÃ°Å¸Ëœâ€¦"""
"301,""1"",""gw kasi kisi2 lembut sikit bermain la jptogel77 anak nih brani kasi wr tinggi2 wkwkwkwk gas kapok"",""2025-03-17T12:02:12.546931Z"",301,1.344,""Online Gambling Promotion"",""2025-03-17T12:02:12.546931Z"",""ZshDHBFmkqU"",""Jangan salah pilih kotakÃ°Å¸Ëœâ€¦"""
"302,""1"",""SUPER SEKALI JPTOGEL77 MANTAP"",""2025-03-17T12:02:14.003579Z"",302,1.015,""Online Gambling Promotion"",""2025-03-17T12:02:14.003579Z"",""ZshDHBFmkqU"",""Jangan salah pilih kotakÃ°Å¸Ëœâ€¦"""
"303,""1"",""Gak kecewa main JPTOGEL77 slt on fire"",""2025-03-17T12:02:15.466382Z"",303,0.903,""Online Gambling Promotion"",""2025-03-17T12:02:15.466382Z"",""ZshDHBFmkqU"",""Jangan salah pilih kotakÃ°Å¸Ëœâ€¦"""
"304,""1"",""jptogel77 SUPERRRRRR bosku gacor melayang"",""2025-03-17T12:02:16.949627Z"",304,1.026,""Online Gambling Promotion"",""2025-03-17T12:02:16.949627Z"",""ZshDHBFmkqU"",""Jangan salah pilih kotakÃ°Å¸Ëœâ€¦"""
"305,""1"",""Saya depo barusan 3x wdnya 7 kali Jptogel77"",""2025-03-17T12:02:18.942203Z"",305,1.435,""Online Gambling Promotion"",""2025-03-17T12:02:18.942203Z"",""ZshDHBFmkqU"",""Jangan salah pilih kotakÃ°Å¸Ëœâ€¦"""
"306,""1"",""Niat mo ngabesin sisa saldo JPTOGEL77 d kasih maxwin emng the best gak bikin kecewa si mantap BO gacor kali zeus nya bukain mesin perkalian JPTOGEL77"",""2025-03-17T12:02:20.691520Z"",306,1.191,""Online Gambling Promotion"",""2025-03-17T12:02:20.691520Z"",""ZshDHBFmkqU"",""Jangan salah pilih kotakÃ°Å¸Ëœâ€¦"""
"307,""1"",""iseng coba jptogel77 bnrn JP wkwkwkwk keren"",""2025-03-17T12:02:22.297889Z"",307,1.047,""Online Gambling Promotion"",""2025-03-17T12:02:22.297889Z"",""ZshDHBFmkqU"",""Jangan salah pilih kotakÃ°Å¸Ëœâ€¦"""
"308,""1"",""dah lu mendingan kek gw aja main Gaskeun JPTOGEL77 aman tentram wd"",""2025-03-17T12:02:24.562131Z"",308,1.726,""Online Gambling Promotion"",""2025-03-17T12:02:24.562131Z"",""ZshDHBFmkqU"",""Jangan salah pilih kotakÃ°Å¸Ëœâ€¦"""
"309,""1"",""aja gw coba jptogel77 semalam lumayan dpt 2jt"",""2025-03-17T12:02:26.004665Z"",309,0.882,""Online Gambling Promotion"",""2025-03-17T12:02:26.004665Z"",""ZshDHBFmkqU"",""Jangan salah pilih kotakÃ°Å¸Ëœâ€¦"""
"310,""1"",""Cukup bagus bagus kali depo 30k dikasi wd 400 lumayan sensasi petir merah JPTOGEL77 cobain dah nihh"",""2025-03-17T12:02:29.116660Z"",310,2.557,""Online Gambling Promotion"",""2025-03-17T12:02:29.116660Z"",""ZshDHBFmkqU"",""Jangan salah pilih kotakÃ°Å¸Ëœâ€¦"""
"311,""1"",""Habis kesamber petirnya kakek main JPTOGEL77 scatternya gilagilaanputarannya bagus mantap kali main bang"",""2025-03-17T12:02:30.751714Z"",311,1.09,""Online Gambling Promotion"",""2025-03-17T12:02:30.751714Z"",""ZshDHBFmkqU"",""Jangan salah pilih kotakÃ°Å¸Ëœâ€¦"""
"312,""1"",""Capek bgt nemuin jptogel77 trs"",""2025-03-17T12:02:32.523560Z"",312,5.718,""Not Online Gambling Promotion"",""2025-03-17T12:02:40.500965Z"",""ZshDHBFmkqU"",""Jangan salah pilih kotakÃ°Å¸Ëœâ€¦"""
"313,""1"",""ga bikin kecewa kalo main JPTOGEL77 game nya bagusmpuatarannya bonuss mantap betull la"",""2025-03-17T12:02:46.189266Z"",313,3.341,""Online Gambling Promotion"",""2025-03-17T12:02:46.189266Z"",""ZshDHBFmkqU"",""Jangan salah pilih kotakÃ°Å¸Ëœâ€¦"""
"314,""1"",""lumayan menang 700rb JPTOGEL77 cuman depo 50 doang wkwk cari aja google JPTOGEL77"",""2025-03-17T12:02:48.001026Z"",314,1.219,""Online Gambling Promotion"",""2025-03-17T12:02:48.001026Z"",""ZshDHBFmkqU"",""Jangan salah pilih kotakÃ°Å¸Ëœâ€¦"""
"315,""1"",""SETINGAN"",""2025-03-17T12:02:50.233644Z"",315,1.696,""Not Online Gambling Promotion"",""2025-03-17T12:02:50.233644Z"",""ZshDHBFmkqU"",""Jangan salah pilih kotakÃ°Å¸Ëœâ€¦"""
"316,""1"",""g prnah bosan gua main jptogel77 situs nya ga pelit kya situs2 nya main g lngsng ksh wd"",""2025-03-17T12:02:52.330760Z"",316,1.618,""Online Gambling Promotion"",""2025-03-17T12:02:52.330760Z"",""ZshDHBFmkqU"",""Jangan salah pilih kotakÃ°Å¸Ëœâ€¦"""
"317,""1"",""situs JPTOGEL77 bro gak makan orang mala kasih uang main disni makasi la uda recomen"",""2025-03-17T12:02:54.346377Z"",317,1.465,""Online Gambling Promotion"",""2025-03-17T12:02:54.346377Z"",""ZshDHBFmkqU"",""Jangan salah pilih kotakÃ°Å¸Ëœâ€¦"""
"318,""1"",""gw gw JP jptogel77 sekebon ni manusia"",""2025-03-17T12:02:56.377539Z"",318,1.518,""Online Gambling Promotion"",""2025-03-17T12:02:56.377539Z"",""ZshDHBFmkqU"",""Jangan salah pilih kotakÃ°Å¸Ëœâ€¦"""
"319,""1"",""makasihh bangeett temeenkuu udah kasih rekomend web JPtogel77 ga rungkad web sebela"",""2025-03-17T12:02:58.842220Z"",319,1.911,""Online Gambling Promotion"",""2025-03-17T12:02:58.842220Z"",""ZshDHBFmkqU"",""Jangan salah pilih kotakÃ°Å¸Ëœâ€¦"""
"320,""1"",""oke mantap Jptogel77 udah wd ya otw mabar teman jg"",""2025-03-17T12:03:00.477067Z"",320,1.138,""Online Gambling Promotion"",""2025-03-17T12:03:00.477067Z"",""ZshDHBFmkqU"",""Jangan salah pilih kotakÃ°Å¸Ëœâ€¦"""
"401,""1"",""nyesel bener maen jptogel77 depo receh wd berkali2 kalo dr ud kebeli tuh vespa matic wekekek HAHAHHAHA"",""2025-03-17T12:50:20.865503Z"",321,2.524,""Online Gambling Promotion"",""2025-03-17T12:50:20.865503Z"",""ZshDHBFmkqU"",""Jangan salah pilih kotakÃ°Å¸Ëœâ€¦"""
"322,""1"",""main jptogel77 udah gw rasakan mmg gacor"",""2025-03-17T12:07:20.894896Z"",322,3.581,""Online Gambling Promotion"",""2025-03-17T12:07:20.894896Z"",""ZshDHBFmkqU"",""Jangan salah pilih kotakÃ°Å¸Ëœâ€¦"""
"323,""1"",""JPTOGEL77 emang juara kepuasan bermain Cuan mengalir"",""2025-03-17T12:07:24.675699Z"",323,3.175,""Online Gambling Promotion"",""2025-03-17T12:07:24.675699Z"",""ZshDHBFmkqU"",""Jangan salah pilih kotakÃ°Å¸Ëœâ€¦"""
"324,""1"",""Ngelag Enggak WD JALAN TERUS Jptogel77 emang top"",""2025-03-17T12:07:33.449814Z"",324,8.168,""Online Gambling Promotion"",""2025-03-17T12:07:33.449814Z"",""ZshDHBFmkqU"",""Jangan salah pilih kotakÃ°Å¸Ëœâ€¦"""
"325,""1"",""JPTOGEL77 makasi uda ngasih keren pokoknya JPTOGEL77 sesuai pnya isi nya"",""2025-03-17T12:07:36.740686Z"",325,2.696,""Online Gambling Promotion"",""2025-03-17T12:07:36.740686Z"",""ZshDHBFmkqU"",""Jangan salah pilih kotakÃ°Å¸Ëœâ€¦"""
"326,""1"",""SUPER MANTAPrasakan SENSASIONAL PGSOFT OLYMPUS SAMA PRINCES Lainnya JPTOGEL77"",""2025-03-17T12:07:38.596766Z"",326,1.284,""Online Gambling Promotion"",""2025-03-17T12:07:38.596766Z"",""ZshDHBFmkqU"",""Jangan salah pilih kotakÃ°Å¸Ëœâ€¦"""
"327,""1"",""temen nyaranin bermain jptogel77 asian ngikutin saran temen wd"",""2025-03-17T12:07:44.258838Z"",327,5.139,""Online Gambling Promotion"",""2025-03-17T12:07:44.258838Z"",""ZshDHBFmkqU"",""Jangan salah pilih kotakÃ°Å¸Ëœâ€¦"""
"328,""1"",""khawatir Hal orang pikirkan pikirkan Hal dirimu JPTOGEL77 gk percaya sih cocok buktiin memanglah website gacornya"",""2025-03-17T12:07:50.456425Z"",328,5.593,""Online Gambling Promotion"",""2025-03-17T12:07:50.456425Z"",""ZshDHBFmkqU"",""Jangan salah pilih kotakÃ°Å¸Ëœâ€¦"""
"329,""1"",""diberkahi kakek zeus nikmat ampun JPTOGEL77 toppppp"",""2025-03-17T12:07:52.401629Z"",329,1.366,""Online Gambling Promotion"",""2025-03-17T12:07:52.401629Z"",""ZshDHBFmkqU"",""Jangan salah pilih kotakÃ°Å¸Ëœâ€¦"""
"330,""1"",""lumayan menang 700rb JPTOGEL77 cuman depo 50 doang wkwk cari aja google JPTOGEL77"",""2025-03-17T12:07:54.104246Z"",330,1.108,""Online Gambling Promotion"",""2025-03-17T12:07:54.104246Z"",""ZshDHBFmkqU"",""Jangan salah pilih kotakÃ°Å¸Ëœâ€¦"""
"402,""1"",""gw rungkad mandalika77 wkwkwkw tmn gw yg JP jptogel77"",""2025-03-17T12:51:05.060276Z"",331,0.811,""Online Gambling Promotion"",""2025-03-17T12:51:05.060276Z"",""ZshDHBFmkqU"",""Jangan salah pilih kotakÃ°Å¸Ëœâ€¦"""
"403,""1"",""Sudah situs yg ikuti satupun berhasil membuktikan kecuali JptogeI77"",""2025-03-17T12:51:13.688681Z"",332,0.695,""Online Gambling Promotion"",""2025-03-17T12:51:13.688681Z"",""ZshDHBFmkqU"",""Jangan salah pilih kotakÃ°Å¸Ëœâ€¦"""
"333,""1"",""nya ketemu situs JPTOGEL77 JP coba dh lu gua aj kasih member"",""2025-03-17T12:09:58.830955Z"",333,6.829,""Online Gambling Promotion"",""2025-03-17T12:09:58.830955Z"",""ZshDHBFmkqU"",""Jangan salah pilih kotakÃ°Å¸Ëœâ€¦"""
"334,""1"",""Saran coba JPTOGEL77 bg link nya gak pelit tu mmber uda psti dikasih JP tmn gw jga mawin disitu"",""2025-03-17T12:10:01.944859Z"",334,2.552,""Online Gambling Promotion"",""2025-03-17T12:10:01.944859Z"",""ZshDHBFmkqU"",""Jangan salah pilih kotakÃ°Å¸Ëœâ€¦"""
"335,""1"",""jptogel77 MAKASIH BNRN ASIK JP AJA"",""2025-03-17T12:10:04.292971Z"",335,1.828,""Online Gambling Promotion"",""2025-03-17T12:10:04.292971Z"",""ZshDHBFmkqU"",""Jangan salah pilih kotakÃ°Å¸Ëœâ€¦"""
"336,""1"",""oke jptogel77 gas gas gas"",""2025-03-17T12:10:06.064732Z"",336,1.143,""Online Gambling Promotion"",""2025-03-17T12:10:06.064732Z"",""ZshDHBFmkqU"",""Jangan salah pilih kotakÃ°Å¸Ëœâ€¦"""
"337,""1"",""Keren euyy jptogel77"",""2025-03-17T12:10:07.674494Z"",337,1.104,""Online Gambling Promotion"",""2025-03-17T12:10:07.674494Z"",""ZshDHBFmkqU"",""Jangan salah pilih kotakÃ°Å¸Ëœâ€¦"""
"338,""1"",""Awal sih ragu yah senang main JPTOGEL77 modal receehh doang lohhh"",""2025-03-17T12:10:09.523104Z"",338,1.281,""Online Gambling Promotion"",""2025-03-17T12:10:09.523104Z"",""ZshDHBFmkqU"",""Jangan salah pilih kotakÃ°Å¸Ëœâ€¦"""
"339,""1"",""semoga jptogel77 sukses amin"",""2025-03-17T12:10:11.055681Z"",339,0.971,""Online Gambling Promotion"",""2025-03-17T12:10:11.055681Z"",""ZshDHBFmkqU"",""Jangan salah pilih kotakÃ°Å¸Ëœâ€¦"""
"340,""1"",""SUPER MANTAP SITUS JPTOGEL77 GAMPANG MENANGNYA"",""2025-03-17T12:10:13.093044Z"",340,1.454,""Online Gambling Promotion"",""2025-03-17T12:10:13.093044Z"",""ZshDHBFmkqU"",""Jangan salah pilih kotakÃ°Å¸Ëœâ€¦"""
"341,""1"",""sipaling ADA Di mana2 cok jptogel77 hduh"",""2025-03-17T12:10:14.934729Z"",341,1.247,""Online Gambling Promotion"",""2025-03-17T12:10:14.934729Z"",""ZshDHBFmkqU"",""Jangan salah pilih kotakÃ°Å¸Ëœâ€¦"""
"342,""1"",""keren jptogel77 gampang kasih maxwin"",""2025-03-17T12:10:16.501054Z"",342,0.973,""Online Gambling Promotion"",""2025-03-17T12:10:16.501054Z"",""ZshDHBFmkqU"",""Jangan salah pilih kotakÃ°Å¸Ëœâ€¦"""
"343,""1"",""Akhirnya ngerasain nama nya maxwinemang mantap situs terpercaya JPTOGEL77 mayan buatk modal nongkrong temen temen broo"",""2025-03-17T12:10:18.730597Z"",343,1.725,""Online Gambling Promotion"",""2025-03-17T12:10:18.730597Z"",""ZshDHBFmkqU"",""Jangan salah pilih kotakÃ°Å¸Ëœâ€¦"""
"404,""1"",""anjir jptogel77 situs kesukaan teman gw"",""2025-03-17T12:51:20.840314Z"",344,0.853,""Online Gambling Promotion"",""2025-03-17T12:51:20.840314Z"",""ZshDHBFmkqU"",""Jangan salah pilih kotakÃ°Å¸Ëœâ€¦"""
"345,""1"",""kacau masbrayitungan nya gak melencengtidak merugikan memberselalu memperkaya member JptogeI77"",""2025-03-17T12:10:44.908955Z"",345,3.196,""Online Gambling Promotion"",""2025-03-17T12:10:44.908955Z"",""ZshDHBFmkqU"",""Jangan salah pilih kotakÃ°Å¸Ëœâ€¦"""
"346,""1"",""Cukup bagus bagus kali depo 30k dikasi wd 400 lumayan sensasi petir merah JPTOGEL77 cobain dah nihh"",""2025-03-17T12:10:47.624102Z"",346,2.106,""Online Gambling Promotion"",""2025-03-17T12:10:47.624102Z"",""ZshDHBFmkqU"",""Jangan salah pilih kotakÃ°Å¸Ëœâ€¦"""
"347,""1"",""Jangan ragu main JPTOGEL77 kepuasan wd gede Cuan"",""2025-03-17T12:10:49.528685Z"",347,1.334,""Online Gambling Promotion"",""2025-03-17T12:10:49.528685Z"",""ZshDHBFmkqU"",""Jangan salah pilih kotakÃ°Å¸Ëœâ€¦"""
"348,""1"",""duduk dudukk ngopii enak nya mainn slt JPTOGEL77"",""2025-03-17T12:10:51.770731Z"",348,1.709,""Online Gambling Promotion"",""2025-03-17T12:10:51.770731Z"",""ZshDHBFmkqU"",""Jangan salah pilih kotakÃ°Å¸Ëœâ€¦"""
"405,""1"",""serius nanya deh jptogel77"",""2025-03-17T12:51:26.827522Z"",349,0.87,""Online Gambling Promotion"",""2025-03-17T12:51:26.827522Z"",""ZshDHBFmkqU"",""Jangan salah pilih kotakÃ°Å¸Ëœâ€¦"""
"350,""1"",""kali awak rasain JP 100juta JPTOGEL77"",""2025-03-17T12:10:59.865988Z"",350,2.967,""Online Gambling Promotion"",""2025-03-17T12:10:59.865988Z"",""ZshDHBFmkqU"",""Jangan salah pilih kotakÃ°Å¸Ëœâ€¦"""
"351,""1"",""Lah gw gamau subscribe"",""2025-03-17T12:11:02.567312Z"",351,2.097,""Not Online Gambling Promotion"",""2025-03-17T12:11:02.567312Z"",""ZshDHBFmkqU"",""Jangan salah pilih kotakÃ°Å¸Ëœâ€¦"""
"352,""1"",""udah ciuuaan deh main JPTOGEL77 ga pindah situs lagikarena situs uadah kksih menang beneran udah nyaman bangetttttttt"",""2025-03-17T12:11:06.101132Z"",352,2.964,""Online Gambling Promotion"",""2025-03-17T12:11:06.101132Z"",""ZshDHBFmkqU"",""Jangan salah pilih kotakÃ°Å¸Ëœâ€¦"""
"353,""1"",""Mau JptogeI77 terpercaya"",""2025-03-17T12:11:07.791499Z"",353,1.133,""Online Gambling Promotion"",""2025-03-17T12:11:07.791499Z"",""ZshDHBFmkqU"",""Jangan salah pilih kotakÃ°Å¸Ëœâ€¦"""
"354,""1"",""pantes rame jptogel77 wkwkwkwkwk"",""2025-03-17T12:11:13.902560Z"",354,5.52,""Not Online Gambling Promotion"",""2025-03-17T12:11:13.902560Z"",""ZshDHBFmkqU"",""Jangan salah pilih kotakÃ°Å¸Ëœâ€¦"""
"355,""1"",""GW sampe meledak nih JPTOGEL77 jd 45jt"",""2025-03-17T12:11:16.810640Z"",355,2.344,""Online Gambling Promotion"",""2025-03-17T12:11:16.810640Z"",""ZshDHBFmkqU"",""Jangan salah pilih kotakÃ°Å¸Ëœâ€¦"""
"356,""1"",""Sudah"",""2025-03-17T12:11:20.732494Z"",356,3.308,""Not Online Gambling Promotion"",""2025-03-17T12:11:20.732494Z"",""ZshDHBFmkqU"",""Jangan salah pilih kotakÃ°Å¸Ëœâ€¦"""
"357,""1"",""main JPTOGEL77 coba berkali kali main situs JPTOGEL77 terbukti W3De3 akun ku deh ga nyedot situsnya"",""2025-03-17T12:11:32.756877Z"",357,5.957,""Online Gambling Promotion"",""2025-03-17T12:11:32.756877Z"",""ZshDHBFmkqU"",""Jangan salah pilih kotakÃ°Å¸Ëœâ€¦"""
"358,""1"",""Jangan tunggu2 deh bang alian coba main JPTOGEL77 asli kegacoran nya parah Buktikan aja main website nya JPTOGEL77"",""2025-03-17T12:11:34.691976Z"",358,1.35,""Online Gambling Promotion"",""2025-03-17T12:11:34.691976Z"",""ZshDHBFmkqU"",""Jangan salah pilih kotakÃ°Å¸Ëœâ€¦"""
"359,""1"",""Pasti sebelem rekaman udah tau dimana kertas"",""2025-03-17T12:11:38.187528Z"",359,2.922,""Not Online Gambling Promotion"",""2025-03-17T12:11:38.187528Z"",""ZshDHBFmkqU"",""Jangan salah pilih kotakÃ°Å¸Ëœâ€¦"""
"360,""1"",""Berkali kali main Olympus JPTOGEL77 hasilnya mantapp wee semoga ikutin saran Hokinya ya"",""2025-03-17T12:11:40.761597Z"",360,1.747,""Online Gambling Promotion"",""2025-03-17T12:11:40.761597Z"",""ZshDHBFmkqU"",""Jangan salah pilih kotakÃ°Å¸Ëœâ€¦"""
"361,""1"",""gaji umr uang tambahan mah udah party malming wkwkkwkw makasih JPTOGEL77"",""2025-03-17T12:11:43.211859Z"",361,1.904,""Online Gambling Promotion"",""2025-03-17T12:11:43.211859Z"",""ZshDHBFmkqU"",""Jangan salah pilih kotakÃ°Å¸Ëœâ€¦"""
"362,""1"",""udah langsung main JPTOGEL77 bang udah terjamin gacor banget zeusnya wkwkkwwk"",""2025-03-17T12:11:45.336788Z"",362,1.553,""Online Gambling Promotion"",""2025-03-17T12:11:45.336788Z"",""ZshDHBFmkqU"",""Jangan salah pilih kotakÃ°Å¸Ëœâ€¦"""
"406,""1"",""tmn gw jptogel77 rame bgt tuh situs bre gila"",""2025-03-17T12:51:34.238139Z"",363,0.627,""Online Gambling Promotion"",""2025-03-17T12:51:34.238139Z"",""ZshDHBFmkqU"",""Jangan salah pilih kotakÃ°Å¸Ëœâ€¦"""
"364,""1"",""member langsung dikasih jajanan meningkat senang bermain jptogel77 sih gk ubah web ni"",""2025-03-17T12:12:02.079649Z"",364,9.079,""Online Gambling Promotion"",""2025-03-17T12:12:02.079649Z"",""ZshDHBFmkqU"",""Jangan salah pilih kotakÃ°Å¸Ëœâ€¦"""
